order_id,date,time,dates_std,times_std
183,1451775600.0,18H 54M 55S,2016-01-03 00:00:00,
184,2016-01-03,18:59 PM,2016-01-03 00:00:00,
185,03-01-16 19:08:33,00:00 AM,2016-03-01 19:08:33,
186,Sun 03-Jan-2016,19:36 PM,2016-01-03 00:00:00,
187,Sun 03-Jan-2016,19:37 PM,2016-01-03 00:00:00,
188,2016-01-03,20H 08M 39S,2016-01-03 00:00:00,
189,2016-01-03,20:12 PM,2016-01-03 00:00:00,
190,Jan 3 2016,20:14 PM,2016-01-03 00:00:00,
191,Jan 3 2016,20:24:50,2016-01-03 00:00:00,
192,2016-01-03,20H 30M 08S,2016-01-03 00:00:00,
193,03-01-16 20:55:47,00H 00M 00S,2016-03-01 20:55:47,
194,2016-01-03,21H 21M 24S,2016-01-03 00:00:00,
195,03-01-16 21:25:20,00:00:00,2016-03-01 21:25:20,
196,Sun 03-Jan-2016,21:40 PM,2016-01-03 00:00:00,
197,1451775600.0,21:47 PM,2016-01-03 00:00:00,
198,2016-01-03,21H 55M 42S,2016-01-03 00:00:00,
199,03-01-16 22:10:38,00:00 AM,2016-03-01 22:10:38,
200,2016-01-03,00:00 AM,2016-01-03 00:00:00,
201,2016-01-03,22:29 PM,2016-01-03 00:00:00,
202,Jan 3 2016,22H 50M 29S,2016-01-03 00:00:00,
203,Mon 04-Jan-2016,11:30 AM,2016-01-04 00:00:00,
204,Jan 4 2016,11:36 AM,2016-01-04 00:00:00,
205,Mon 04-Jan-2016,11H 43M 54S,2016-01-04 00:00:00,
206,04-01-16 11:45:10,00H 00M 00S,2016-04-01 11:45:10,
207,04-01-16 11:45:10,12:03:58,2016-04-01 11:45:10,
208,"Monday,04 January, 2016",12:12:05,2016-01-04 00:00:00,
209,2016-01-04,12H 29M 17S,2016-01-04 00:00:00,
210,"Monday,04 January, 2016",12:34:13,2016-01-04 00:00:00,
211,Mon 04-Jan-2016,12:34:13,2016-01-04 00:00:00,
212,Mon 04-Jan-2016,13H 16M 03S,2016-01-04 00:00:00,
213,Mon 04-Jan-2016,13:20:39,2016-01-04 00:00:00,
214,"Monday,04 January, 2016",13:20:39,2016-01-04 00:00:00,
215,Mon 04-Jan-2016,13:44:49,2016-01-04 00:00:00,
216,04-01-16 14:31:56,00:00:00,2016-04-01 14:31:56,
217,2016-01-04,14H 35M 03S,2016-01-04 00:00:00,
218,Mon 04-Jan-2016,14:35 PM,2016-01-04 00:00:00,
219,Mon 04-Jan-2016,14:42 PM,2016-01-04 00:00:00,
220,1451862000.0,15:31 PM,2016-01-04 00:00:00,
221,1451862000.0,15:31 PM,2016-01-04 00:00:00,
222,04-01-16 15:46:38,00:00:00,2016-04-01 15:46:38,
223,2016-01-04,16:08 PM,2016-01-04 00:00:00,
224,Jan 4 2016,16H 39M 58S,2016-01-04 00:00:00,
225,04-01-16 16:41:48,16H 39M 58S,2016-04-01 16:41:48,
226,1451862000.0,16:59 PM,2016-01-04 00:00:00,
227,Jan 4 2016,17:24:39,2016-01-04 00:00:00,
228,"Monday,04 January, 2016",17H 31M 24S,2016-01-04 00:00:00,
229,Mon 04-Jan-2016,17:37 PM,2016-01-04 00:00:00,
230,1451862000.0,17:58:38,2016-01-04 00:00:00,
231,"Monday,04 January, 2016",17:58:38,2016-01-04 00:00:00,
232,"Monday,04 January, 2016",00H 00M 00S,2016-01-04 00:00:00,
233,1451862000.0,18H 26M 51S,2016-01-04 00:00:00,
234,2016-01-04,18H 36M 09S,2016-01-04 00:00:00,
235,04-01-16 18:51:30,00:00:00,2016-04-01 18:51:30,
236,04-01-16 18:51:30,19H 21M 04S,2016-04-01 18:51:30,
237,04-01-16 18:51:30,19:27:48,2016-04-01 18:51:30,
238,04-01-16 19:45:15,00H 00M 00S,2016-04-01 19:45:15,
239,1451862000.0,19H 57M 52S,2016-01-04 00:00:00,
240,04-01-16 20:10:24,00:00 AM,2016-04-01 20:10:24,
241,Mon 04-Jan-2016,20:11:25,2016-01-04 00:00:00,
242,Jan 4 2016,20:15:29,2016-01-04 00:00:00,
243,04-01-16 20:26:17,00:00:00,2016-04-01 20:26:17,
244,04-01-16 20:26:17,20:26 PM,2016-04-01 20:26:17,
245,04-01-16 20:28:41,00H 00M 00S,2016-04-01 20:28:41,
246,Jan 4 2016,20:30 PM,2016-01-04 00:00:00,
247,Jan 4 2016,20:30 PM,2016-01-04 00:00:00,
248,Jan 4 2016,20:58:19,2016-01-04 00:00:00,
249,"Monday,04 January, 2016",21H 06M 16S,2016-01-04 00:00:00,
250,1451862000.0,21H 06M 16S,2016-01-04 00:00:00,
251,2016-01-04,21:10 PM,2016-01-04 00:00:00,
252,Mon 04-Jan-2016,22H 13M 15S,2016-01-04 00:00:00,
253,Mon 04-Jan-2016,22:16 PM,2016-01-04 00:00:00,
254,04-01-16 22:22:13,00H 00M 00S,2016-04-01 22:22:13,
255,Jan 5 2016,11:23:35,2016-01-05 00:00:00,
256,2016-01-05,11:56:06,2016-01-05 00:00:00,
257,"Tuesday,05 January, 2016",11:56:06,2016-01-05 00:00:00,
258,Jan 5 2016,11H 59M 23S,2016-01-05 00:00:00,
259,1451948400.0,11H 59M 23S,2016-01-05 00:00:00,
260,Jan 5 2016,12:06:27,2016-01-05 00:00:00,
261,2016-01-05,12:38:29,2016-01-05 00:00:00,
262,1451948400.0,12:42 PM,2016-01-05 00:00:00,
263,"Tuesday,05 January, 2016",12:57:22,2016-01-05 00:00:00,
264,Tue 05-Jan-2016,13:03:59,2016-01-05 00:00:00,
265,2016-01-05,13:04 PM,2016-01-05 00:00:00,
266,2016-01-05,13:09:29,2016-01-05 00:00:00,
267,05-01-16 13:37:50,00:00 AM,2016-05-01 13:37:50,
268,1451948400.0,13:40:46,2016-01-05 00:00:00,
269,"Tuesday,05 January, 2016",13:49 PM,2016-01-05 00:00:00,
270,05-01-16 14:09:02,00H 00M 00S,2016-05-01 14:09:02,
271,2016-01-05,14:22:19,2016-01-05 00:00:00,
272,05-01-16 14:24:05,00:00:00,2016-05-01 14:24:05,
273,Tue 05-Jan-2016,00:00:00,2016-01-05 00:00:00,
274,1451948400.0,14:36:33,2016-01-05 00:00:00,
275,2016-01-05,14:36:33,2016-01-05 00:00:00,
276,05-01-16 15:18:18,00:00:00,2016-05-01 15:18:18,
277,1451948400.0,15:41 PM,2016-01-05 00:00:00,
278,"Tuesday,05 January, 2016",15:41 PM,2016-01-05 00:00:00,
279,Jan 5 2016,16:07:03,2016-01-05 00:00:00,
280,"Tuesday,05 January, 2016",16:20:23,2016-01-05 00:00:00,
281,"Tuesday,05 January, 2016",16:33:48,2016-01-05 00:00:00,
282,Tue 05-Jan-2016,16H 49M 38S,2016-01-05 00:00:00,
283,Jan 5 2016,16:51:43,2016-01-05 00:00:00,
284,Jan 5 2016,16:58:16,2016-01-05 00:00:00,
285,05-01-16 16:58:38,00H 00M 00S,2016-05-01 16:58:38,
286,Jan 5 2016,17:01 PM,2016-01-05 00:00:00,
287,2016-01-05,17:01 PM,2016-01-05 00:00:00,
288,05-01-16 17:32:44,00H 00M 00S,2016-05-01 17:32:44,
289,2016-01-05,17:36 PM,2016-01-05 00:00:00,
290,1451948400.0,17:41:16,2016-01-05 00:00:00,
291,"Tuesday,05 January, 2016",17H 44M 39S,2016-01-05 00:00:00,
292,1451948400.0,17H 48M 59S,2016-01-05 00:00:00,
293,2016-01-05,17H 58M 38S,2016-01-05 00:00:00,
294,"Tuesday,05 January, 2016",18:16 PM,2016-01-05 00:00:00,
295,Tue 05-Jan-2016,18:20:12,2016-01-05 00:00:00,
296,2016-01-05,18:46 PM,2016-01-05 00:00:00,
297,1451948400.0,19H 02M 18S,2016-01-05 00:00:00,
298,"Tuesday,05 January, 2016",19H 10M 36S,2016-01-05 00:00:00,
299,Jan 5 2016,19H 34M 31S,2016-01-05 00:00:00,
300,Jan 5 2016,19:42 PM,2016-01-05 00:00:00,
301,Tue 05-Jan-2016,19:45 PM,2016-01-05 00:00:00,
302,Tue 05-Jan-2016,19H 57M 37S,2016-01-05 00:00:00,
303,Jan 5 2016,20:02 PM,2016-01-05 00:00:00,
304,1451948400.0,20H 07M 58S,2016-01-05 00:00:00,
305,Tue 05-Jan-2016,20:35 PM,2016-01-05 00:00:00,
306,Tue 05-Jan-2016,20:37:40,2016-01-05 00:00:00,
307,05-01-16 21:45:38,00H 00M 00S,2016-05-01 21:45:38,
308,Jan 5 2016,21:59:46,2016-01-05 00:00:00,
309,1452034800.0,11H 39M 06S,2016-01-06 00:00:00,
310,Jan 6 2016,11:40:48,2016-01-06 00:00:00,
311,2016-01-06,11:57 AM,2016-01-06 00:00:00,
312,"Wednesday,06 January, 2016",12:05 PM,2016-01-06 00:00:00,
313,2016-01-06,12:09 PM,2016-01-06 00:00:00,
314,"Wednesday,06 January, 2016",12:11 PM,2016-01-06 00:00:00,
315,"Wednesday,06 January, 2016",12:17:40,2016-01-06 00:00:00,
316,2016-01-06,12H 29M 34S,2016-01-06 00:00:00,
317,2016-01-06,12:31:00,2016-01-06 00:00:00,
318,06-01-16 12:45:14,00:00:00,2016-06-01 12:45:14,
319,Jan 6 2016,12H 46M 22S,2016-01-06 00:00:00,
320,2016-01-06,12:46:40,2016-01-06 00:00:00,
321,06-01-16 12:56:21,00:00 AM,2016-06-01 12:56:21,
322,2016-01-06,00:00 AM,2016-01-06 00:00:00,
323,Wed 06-Jan-2016,13:05 PM,2016-01-06 00:00:00,
324,06-01-16 13:06:44,00:00 AM,2016-06-01 13:06:44,
325,06-01-16 13:07:32,00:00 AM,2016-06-01 13:07:32,
326,Jan 6 2016,13H 10M 13S,2016-01-06 00:00:00,
327,Jan 6 2016,13H 10M 54S,2016-01-06 00:00:00,
328,"Wednesday,06 January, 2016",13:16:35,2016-01-06 00:00:00,
329,Wed 06-Jan-2016,13H 22M 44S,2016-01-06 00:00:00,
330,Jan 6 2016,13:27 PM,2016-01-06 00:00:00,
331,Jan 6 2016,13:43:30,2016-01-06 00:00:00,
332,Wed 06-Jan-2016,14:12 PM,2016-01-06 00:00:00,
333,Wed 06-Jan-2016,14H 16M 36S,2016-01-06 00:00:00,
334,2016-01-06,14:24 PM,2016-01-06 00:00:00,
335,1452034800.0,14:24:47,2016-01-06 00:00:00,
336,1452034800.0,14:51:41,2016-01-06 00:00:00,
337,"Wednesday,06 January, 2016",15:03 PM,2016-01-06 00:00:00,
338,1452034800.0,15H 18M 26S,2016-01-06 00:00:00,
339,1452034800.0,15H 25M 13S,2016-01-06 00:00:00,
340,1452034800.0,15:35 PM,2016-01-06 00:00:00,
341,"Wednesday,06 January, 2016",15H 35M 47S,2016-01-06 00:00:00,
342,Wed 06-Jan-2016,15:44:12,2016-01-06 00:00:00,
343,Jan 6 2016,15H 45M 37S,2016-01-06 00:00:00,
344,Jan 6 2016,16:01 PM,2016-01-06 00:00:00,
345,"Wednesday,06 January, 2016",16:01 PM,2016-01-06 00:00:00,
346,06-01-16 16:30:00,00:00:00,2016-06-01 16:30:00,
347,"Wednesday,06 January, 2016",00:00:00,2016-01-06 00:00:00,
348,Wed 06-Jan-2016,16:49 PM,2016-01-06 00:00:00,
349,Wed 06-Jan-2016,17H 25M 58S,2016-01-06 00:00:00,
350,1452034800.0,17H 37M 05S,2016-01-06 00:00:00,
351,Jan 6 2016,17:37 PM,2016-01-06 00:00:00,
352,06-01-16 17:45:48,00:00:00,2016-06-01 17:45:48,
353,2016-01-06,17:59:48,2016-01-06 00:00:00,
354,Jan 6 2016,18H 01M 44S,2016-01-06 00:00:00,
355,06-01-16 18:14:45,00H 00M 00S,2016-06-01 18:14:45,
356,"Wednesday,06 January, 2016",18:16 PM,2016-01-06 00:00:00,
357,Wed 06-Jan-2016,18H 27M 58S,2016-01-06 00:00:00,
358,Wed 06-Jan-2016,18:30:12,2016-01-06 00:00:00,
359,Wed 06-Jan-2016,18H 33M 08S,2016-01-06 00:00:00,
360,"Wednesday,06 January, 2016",18:50 PM,2016-01-06 00:00:00,
361,06-01-16 19:12:38,00:00:00,2016-06-01 19:12:38,
362,2016-01-06,19:13:36,2016-01-06 00:00:00,
363,"Wednesday,06 January, 2016",19:20:31,2016-01-06 00:00:00,
364,"Wednesday,06 January, 2016",19H 27M 24S,2016-01-06 00:00:00,
365,1452034800.0,19H 37M 26S,2016-01-06 00:00:00,
366,Jan 6 2016,20:04:20,2016-01-06 00:00:00,
367,06-01-16 20:05:12,00H 00M 00S,2016-06-01 20:05:12,
368,06-01-16 20:05:12,20:28 PM,2016-06-01 20:05:12,
369,Wed 06-Jan-2016,20H 30M 06S,2016-01-06 00:00:00,
370,1452034800.0,21H 02M 30S,2016-01-06 00:00:00,
371,2016-01-06,21H 15M 20S,2016-01-06 00:00:00,
372,Wed 06-Jan-2016,22:26 PM,2016-01-06 00:00:00,
373,07-01-16 11:45:18,00:00 AM,2016-07-01 11:45:18,
374,2016-01-07,11:55 AM,2016-01-07 00:00:00,
375,2016-01-07,11H 58M 36S,2016-01-07 00:00:00,
376,"Thursday,07 January, 2016",12:01:17,2016-01-07 00:00:00,
377,Thu 07-Jan-2016,12H 03M 18S,2016-01-07 00:00:00,
378,07-01-16 12:19:37,00H 00M 00S,2016-07-01 12:19:37,
379,07-01-16 12:25:37,00:00 AM,2016-07-01 12:25:37,
380,07-01-16 12:32:10,00:00 AM,2016-07-01 12:32:10,
381,2016-01-07,12:33 PM,2016-01-07 00:00:00,
382,2016-01-07,12:33:07,2016-01-07 00:00:00,
383,2016-01-07,12:43 PM,2016-01-07 00:00:00,
384,07-01-16 12:51:46,00:00 AM,2016-07-01 12:51:46,
385,"Thursday,07 January, 2016",12:54 PM,2016-01-07 00:00:00,
386,Thu 07-Jan-2016,12H 58M 16S,2016-01-07 00:00:00,
387,"Thursday,07 January, 2016",13H 03M 14S,2016-01-07 00:00:00,
388,Thu 07-Jan-2016,13:04 PM,2016-01-07 00:00:00,
389,Thu 07-Jan-2016,13H 10M 17S,2016-01-07 00:00:00,
390,Jan 7 2016,13:15:32,2016-01-07 00:00:00,
391,07-01-16 13:25:31,00:00:00,2016-07-01 13:25:31,
392,"Thursday,07 January, 2016",13:36 PM,2016-01-07 00:00:00,
393,"Thursday,07 January, 2016",13:36 PM,2016-01-07 00:00:00,
394,Thu 07-Jan-2016,14:02 PM,2016-01-07 00:00:00,
395,Thu 07-Jan-2016,14H 11M 08S,2016-01-07 00:00:00,
396,Jan 7 2016,14H 11M 08S,2016-01-07 00:00:00,
397,Thu 07-Jan-2016,14H 31M 10S,2016-01-07 00:00:00,
398,07-01-16 14:56:26,00:00:00,2016-07-01 14:56:26,
399,07-01-16 14:56:26,15H 47M 49S,2016-07-01 14:56:26,
400,"Thursday,07 January, 2016",16:03:07,2016-01-07 00:00:00,
401,2016-01-07,16H 08M 35S,2016-01-07 00:00:00,
402,"Thursday,07 January, 2016",16:24:46,2016-01-07 00:00:00,
403,07-01-16 16:26:10,00:00 AM,2016-07-01 16:26:10,
404,Thu 07-Jan-2016,16H 39M 27S,2016-01-07 00:00:00,
405,1452121200.0,16H 44M 16S,2016-01-07 00:00:00,
406,Jan 7 2016,16H 50M 49S,2016-01-07 00:00:00,
407,Thu 07-Jan-2016,16:56 PM,2016-01-07 00:00:00,
408,Thu 07-Jan-2016,17:09:09,2016-01-07 00:00:00,
409,Thu 07-Jan-2016,17:15 PM,2016-01-07 00:00:00,
410,07-01-16 17:33:49,00:00:00,2016-07-01 17:33:49,
411,2016-01-07,17H 58M 09S,2016-01-07 00:00:00,
412,Thu 07-Jan-2016,18:07:46,2016-01-07 00:00:00,
413,Jan 7 2016,18:11:32,2016-01-07 00:00:00,
414,Jan 7 2016,18:13 PM,2016-01-07 00:00:00,
